1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"100&euro; pour trois jours","trois jours",non,"un emplacement de van pour la troisi&egrave;me nuit (5&euro;)",0,1,denis@dupont.fr
1,"100&euro; pour trois jours","trois jours",non,"un emplacement de van pour la troisi&egrave;me nuit (5&euro;)",0,1,denis@dupont.fr
1,"100&euro; pour trois jours","trois jours",non,"un emplacement de van pour la troisi&egrave;me nuit (5&euro;)",0,1,denis@dupont.fr
1,"100&euro; pour trois jours","trois jours",non,"un emplacement de van pour la troisi&egrave;me nuit (5&euro;)",0,1,denis@dupont.fr
1,"100&euro; pour trois jours","trois jours",non,"un emplacement de van pour la troisi&egrave;me nuit (5&euro;)",0,1,denis@dupont.fr
1,"100&euro; pour trois jours","trois jours",non,"un emplacement de van pour la troisi&egrave;me nuit (5&euro;)",0,1,denis@dupont.fr
1,"100&euro; pour trois jours","trois jours",non,"un emplacement de van pour la troisi&egrave;me nuit (5&euro;)",0,1,denis@dupont.fr
1,"100&euro; pour trois jours","trois jours",non,"un emplacement de van pour la troisi&egrave;me nuit (5&euro;)",0,1,denis@dupont.fr
1,"100&euro; pour trois jours","trois jours",non,"un emplacement de van pour la troisi&egrave;me nuit (5&euro;)",0,1,denis@dupont.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aaa.fr
1,"40&euro; pour un jour","trois jours","un emplacement de tente pour la troisi&egrave;me nuit (5&euro;)",non,0,0,denis@dupont.fr
1,"40&euro; pour un jour","trois jours",non,non,0,3,aaa@aa.fr
1,"100&euro; pour trois jours","trois jours",non,non,0,0,aaa@aa.fr
